,dsm,closest_1,img_url,img_url_comparable_product,product_description,LLM description1,ref,mdl_label,dpt_label,selling_price,ref_close1,mdl_label_close1,dpt_label_close1,selling_price_close1,dsm_code,sm_code_x,value,sm_code_close1,value_close1,LLM description
215,178172,9289,https://contents.mediadecathlon.com/p2720080/sq/2720080.jpg?f=400x400,https://contents.mediadecathlon.com/p455104/sq/455104.jpg?f=400x400,Its knurled handles give this curl bar a good grip. Train and build muscle safely! Compatible with all 28 mm weight disc plates.,This product is good math if you are looking for a product which resist better.,8484124,CURL BAR,BODYBUILDING EQ,35,8289897,BAR 1.2M,BODYBUILDING EQ,30,178172,178172, For home use only.Maximum load 160 kg. The perfect shape to isolate your biceps. Do not store in a damp place or outdoors to avoid corrosion. None Its knurled handles give this curl bar a good grip. Train and build muscle safely! Compatible with all 28 mm weight disc plates. weight training at home with dumbbells. This bar was developed by our weight training coaches and design team. ,9289,"A weight bar that can support up to 160 kg, compatible with 28 mm weight disc plates, ideal for upper body workouts. This bar can be used by anyone. FOR HOME USE ONLY.Maximum load 160 kg. building up arm muscles biceps and triceps at home.  Knurled handle. Do not store in a damp place or outdoors to avoid corrosion.   ","If you want to train and build muscle safely, this bar was developed by our weight training coaches and design team."
216,X8339388,333352,https://contents.mediadecathlon.com/p8290/sq/8290.jpg?f=400x400,https://contents.mediadecathlon.com/p2189925/sq/2189925.jpg?f=400x400,"Extreme comfort, panoramic view. Ideal for young regular swimmers looking for comfort and a panoramic field of vision.",This product is good math if you are looking for a product which resist better.,8339388,MASK SPEEDO RIFT JUNIOR BLUE,SWIMMING,na,8751849,MASK 100 SWIMDOW JUNIOR EU BLUE YELLOW,SWIMMING,14,X8339388,X8339388,"Beginner indoor or outdoor swimmers who want a swimming mask with a panoramic field of vision Extreme comfort, panoramic view. Ideal for young regular swimmers looking for comfort and a panoramic field of vision.  Put the goggles back in their case, cover or other means of protection after use to prevent dirt and scratches on the lenses.  young occasional swimmers in pools or outdoors looking for a swimming mask with a panoramic field of vision.  Very COMFORTABLE and panoramic field of vision",333352,"Don’t touch the inside of the goggles (damages anti-fogging). The Nabaiji swimming pool Masks comply with the EPI regulation 2016/425.
Our products are tested and approved by independent laboratories.

Mask intended for swimming at the surface. An adjustable and robust pool mask!  Tired of not being able to see clearly underwater?
This model offers you a wide field of view as well as an adjustable rear strap to adjust it as you wish. Our design teams have developed this swimming mask for beginner swimmers wanting to get into swimming, indoors or outdoors. After use, store the mask in its case.
Important: Do not touch the inside of the lenses to avoid damaging the anti-fog treatment.","If you are looking for a swimming mask with an adjustable strap, this one could be a good fit for you."
217,327493,339061,https://contents.mediadecathlon.com/p2582477/sq/2582477.jpg?f=400x400,https://contents.mediadecathlon.com/p2572902/sq/2572902.jpg?f=400x400,"Want to explore the world? The HL900 USB V3 has increased its power for seeing even further! Robust and waterproof, it has a retractable USB battery but can also work with batteries",This product is good math if you are looking for a product which resist better.,8754084,HEADLAMP HL900 HYBRID V3  600LM KHAKI,HIKING TREK GEA,45,8883095,HEADLAMP HL500 USBC V3 300LM BLACK,HIKING TREK GEA,30,327493,327493,"Use in a well ventilated space to prevent overheating. Remember to remove and fully recharge the battery (every 6 months) when storing the product for a prolonged period. Store your torchlight in a dry place, away from direct sunlight Here at DECATHLON, our products are tested by a panel of users in the real-life conditions for which they were designed. At FORCLAZ, these tests are organised on the mountains, led by a team of engineers from our design centre, who are responsible for this mission.
  Our product managers, engineers and the entire team use the results of these tests to develop and create technical products to ensure the satisfaction of our customers. Longer boost mode and max power of 600 lm. Our passionate customers recruited through our co-creation platform. Want to explore the world? The HL900 USB V3 has increased its power for seeing even further! Robust and waterproof, it has a retractable USB battery but can also work with batteries None Our HL900 headlamp has been improved to take you from a gentle ramble to the highest peaks and on all your adventures.",339061,"Use in a well ventilated space to prevent overheating. A great compromise between power and battery life The HL500 V3 headlamp now has 300 lumens and retains its robustness to knocks and water splashes. USB rechargeable battery so there's no need to carry spare batteries! Here at DECATHLON, our products are tested by a panel of users in the real-life conditions for which they were designed. At FORCLAZ, these tests are organised on the mountains, led by a team of engineers from our design centre, who are responsible for this mission. Our product managers, engineers and the entire team use the results of these tests to develop and create technical products to ensure the satisfaction of our customers. Remember to fully recharge the battery (every 6 months) during lengthy storage. Store your torchlight in a dry place, away from direct sunlight FORCLAZ has developed this rechargeable headlamp to take with you on technical trails, to light up the bivouac or in a refuge and much more. Our passionate customers recruited through our co-creation platform","If you are looking for a headlamp with more power, the HL900 USB V3 is the one for you."
218,X8815107,X8815108,https://contents.mediadecathlon.com/p2387225/sq/2387225.jpg?f=400x400,https://contents.mediadecathlon.com/p2387977/sq/2387977.jpg?f=400x400,"The first swimming goggles to be developed from biosynthetic materials, designed to provide great comfort, perfect flexibility and stability for regular swimmers.",This product is good math if you are looking for a product which resist better.,8815107, GOGGLES SPEEDO BIOF 2.0 CLEAR,SWIMMING,24,8815108,GOGGLES SPEEDO BIOF 2.0 MIRROR,SWIMMING,26,X8815107,X8815107,"Put the goggles back in their box between your sessions. 
Important: Do not touch the inside of the lenses to avoid damaging the anti-fog treatment. Extremely COMFORTABLE thanks to Biofuse technology. Speedo has designed the Biofuse 2.0 for regular swimmers who want to train or keep fit both in the pool and when swimming outdoors.    None The first swimming goggles to be developed from biosynthetic materials, designed to provide great comfort, perfect flexibility and stability for regular swimmers.",X8815108,"Speedo has designed the Biofuse 2.0 for regular swimmers who want to train or keep fit both in the pool and when swimming outdoors.  The first swimming goggles to be developed from biosynthetic materials, designed to provide great comfort, perfect flexibility and stability for regular swimmers. Extremely COMFORTABLE thanks to Biofuse technology. Put the goggles back in their box between your sessions. 
Important: Do not touch the inside of the lenses to avoid damaging the anti-fog treatment.  None ","If you are looking for a goggles that is designed for regular swimmers who want to train or keep fit both in the pool and when swimming outdoors, this product could be for you."
219,109685,130208,https://contents.mediadecathlon.com/p2423098/sq/2423098.jpg?f=400x400,https://contents.mediadecathlon.com/p1097244/sq/1097244.jpg?f=400x400,Our motivation? To offer you a large stable and resistant camping table that enables 4 people to eat comfortably but with room for 6 people if required.,This product is good math if you are looking for a product which resist better.,8387458,TABLE 4/6 PEOPLE GREEN,CAMPING HIKING,45,8575786,TABLE 4/6 + SEATS BEIGE,CAMPING HIKING,44.99,109685,109685,"We recommend you choose a clean, dry area. Be careful not to put weight on your table when it is stored. Folding | Comfortable | Easy to use Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing high-quality products for camping trips and giving you access to all our expertise. To fulfil your needs, the Quechua products are tested in the countryside under the conditions that you will come across when camping. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Our camper-designers designed this folding dining table for up to 6 people at a campsite. Maximum platform load = 50 kg Our motivation? To offer you a large stable and resistant camping table that enables 4 people to eat comfortably but with room for 6 people if required. use during a hiking camp.",130208,"It’s in France, at the foot of Mont Blanc, that our design team conceives, designs and creates Quechua products. 
We test them in the field with other campers to make sure that they are comfortable and durable. We go to as many locations as possible (e.g. the Jura or the Auvergne) in all weather conditions. Great conditions for discussion, which is precious to gain your feedback and plan our new products! Our team of campers has created this folding table for up to 4 people to eat comfortably when camping. It comes with 4 folding stools. Our motivation? To offer you a complete and compact solution for 4 people. The 4 stools are integrated into the table to take up less space. Can accommodate up to 6 people. Table: maximum load 50 kg
Stool: maximum weight 110 kg Do not store weights on the product, choose a clean and dry place. A complete and compact table for 4 people Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing high-quality products for camping trips and giving you access to all our expertise.",This table comes with 4 folding stools and can accommodate up to 6 people.
220,172593,159191,https://contents.mediadecathlon.com/p1926549/sq/1926549.jpg?f=400x400,https://contents.mediadecathlon.com/p1926531/sq/1926531.jpg?f=400x400,Interested in taking up Nordic walking?We offer you a pair of poles whose length can be adjusted to suit all heights. Ideal for 1 to 2 outings per week.,This product is good math if you are looking for a product which resist better.,8403397,NWP120,WALKING,25,8403097,NWP100,WALKING,20,172593,172593,"Our design team created these telescopic aluminium poles for anyone looking to take up Nordic walking.   Always leave the gauntlet attached to the pole so that the fastening system remains in optimal condition. Store your poles in a Newfeel pole bag, away from humidity. walking up to once a week in any weather.  Interested in taking up Nordic walking?We offer you a pair of poles whose length can be adjusted to suit all heights. Ideal for 1 to 2 outings per week. Field testing of products All Newfeel Nordic walking products are tested by representative fitness walkers in authentic everyday training conditions: number of sessions, walk duration, speed, weather, etc.
IN THE LABORATORY: Newfeel products' properties and benefits are tested in the laboratory. These tests allow us to improve and validate the quality of our products.  Compact and adjustable.",159191,"walking up to once a week in any weather.  Our design team created these aluminium poles for anyone looking to take up Nordic walking. FIELD TESTING OF PRODUCTS All Newfeel Nordic walking products are tested by representative fitness walkers in authentic everyday training conditions: number of sessions, duration, speed, weather conditions, etc.
IN THE LABORATORY: Newfeel products' properties and benefits are tested in the laboratory. These tests allow us to improve and validate the quality of our products.  Discover Nordic walking with the Newfeel NW P100 poles, perfect for beginners. Always keep the gauntlet attached to the pole for optimal stability and store your poles in a Newfeel pole bag, away from humidity.   ","If you are looking for a compact product, this one could be for you."
221,311297,311352,https://contents.mediadecathlon.com/p1767470/sq/1767470.jpg?f=400x400,https://contents.mediadecathlon.com/p1812006/sq/1812006.jpg?f=400x400,"Ready to go fishing? 
This combo includes a rod, a reel with line and a set of accessories (3 rigged lines and bait)",This product is good math if you are looking for a product which resist better.,8577296,UFISH 350,FISHING,35,8577301,UFISH 240,FISHING,33,311297,311297,"Ready to go fishing? 
This combo includes a rod, a reel with line and a set of accessories (3 rigged lines and bait)     Our team of anglers developed this combo to help you to discover fishing. It is designed for all types of ledgering. Complete set, ready to fish",311352,"Complete set, ready to fish! Ready to go fishing? 
This combo includes a rod, a reel with line and a set of accessories (3 lures, 1 spinner, 2 rigged lines and bait) Our team of anglers developed this combo to help you to discover fishing. It is designed for lure fishing and ledgering.    Do not use in thunderstorms or near power lines.","This combo includes a rod, a reel with line and a set of accessories (3 lures, 1 spinner, 2 rigged lines and bait) It is designed for lure fishing and ledgering."
222,309394,190116,https://contents.mediadecathlon.com/p2723660/sq/2723660.jpg?f=400x400,https://contents.mediadecathlon.com/p2117487/sq/2117487.jpg?f=400x400,This wall-mounted basketball hoop is a Decathlon exclusive. It can be set up on any tree or post. It is lightweight and easy to transport. The hoop height is easy to adjust.,This product is good math if you are looking for a product which resist better.,8551530,SET K900 TOPO RED,BASKETBALL / NE,39,8496987,HOOP 500 EASY NBA RED BLUE WHITE,BASKETBALL / NE,60,309394,309394,"This basketball hoop is designed for both children and adults playing basketball outdoors. This hoop can be taken anywhere and hooked onto a tree or post! In very windy weather (over 70 km/h) remove the backboard and put it away. Foldable and compact, easily stored.  Can be taken and put up anywhere! None   This wall-mounted basketball hoop is a Decathlon exclusive. It can be set up on any tree or post. It is lightweight and easy to transport. The hoop height is easy to adjust. Do not hang from the hoop.",190116,"Break down and store the product in its bag after use 
In the event of strong winds (over 30km/h), store the hoop. Foldable and compact, easily stored.   Suitable for kids and adults playing basketball outdoors. Compact and lightweight, it can be taken anywhere and set up in under 60 seconds.  None Do not hang from the hoop.Balls K500 S4 or Wizzy S5 are perfect This basketball basket is exclusive to Decathlon. Quick to set up. Lightweight and compact, it transports easily in its bag. Perfect for taking on holiday or to the park. Freestanding hoop transports and sets up anywhere!",This basketball hoop is a Decathlon exclusive and is perfect for taking on holiday or to the park.
223,176071,190116,https://contents.mediadecathlon.com/p2258516/sq/2258516.jpg?f=400x400,https://contents.mediadecathlon.com/p2117487/sq/2117487.jpg?f=400x400,This basketball hoop with a base is perfect for children up to age 8. It can be adjusted to 4 different heights in only a minute. It is sturdy and easy to set up. ,This product is good math if you are looking for a product which resist better.,8574767,K500 SPACE SHIP,BASKETBALL / NE,59,8496987,HOOP 500 EASY NBA RED BLUE WHITE,BASKETBALL / NE,60,176071,176071,"None Do not hang from the hoop.  This basketball hoop with a base is perfect for children up to age 8. It can be adjusted to 4 different heights in only a minute. It is sturdy and easy to set up.  In case of strong winds (over 70 kph), position the hoop as low as possible or fold it down completely. Basketball hoop designed for young boy and girl basketball players up to age 8. The K500 is a basketball hoop that can adjust from 1.3 m to 1.6 m. Adjustable: easily adjusts to 4 different heights! ",190116,"Break down and store the product in its bag after use 
In the event of strong winds (over 30km/h), store the hoop. Foldable and compact, easily stored.   Suitable for kids and adults playing basketball outdoors. Compact and lightweight, it can be taken anywhere and set up in under 60 seconds.  None Do not hang from the hoop.Balls K500 S4 or Wizzy S5 are perfect This basketball basket is exclusive to Decathlon. Quick to set up. Lightweight and compact, it transports easily in its bag. Perfect for taking on holiday or to the park. Freestanding hoop transports and sets up anywhere!",This basketball hoop is exclusive to Decathlon and can be folded and stored in its bag.
224,117770,190116,https://contents.mediadecathlon.com/p2611378/sq/2611378.jpg?f=400x400,https://contents.mediadecathlon.com/p2117487/sq/2117487.jpg?f=400x400,A very good basket with stand for kids. Easy to adjust to 4 play heights in 1 minute. Mobile thanks to the 2 wheels and is easy to assemble in 15 minutes with the tools included.,This product is good math if you are looking for a product which resist better.,8407154,B200 EASY NEW SPACE BLUE,BASKETBALL / NE,79,8496987,HOOP 500 EASY NBA RED BLUE WHITE,BASKETBALL / NE,60,117770,117770,"A very good basket with stand for kids. Easy to adjust to 4 play heights in 1 minute. Mobile thanks to the 2 wheels and is easy to assemble in 15 minutes with the tools included. In case of strong winds (over 70 kph), position the hoop as low as possible or fold it down completely. Do not hang from the hoop. kids up to 10 years old playing basketball outdoors. The B200 Easy has 4 adjustable heights ranging from 1.60m to 2.20m. Suitable for kids up to 10 years old playing basketball outdoors. The B200 Easy has 4 adjustable heights ranging from 1.60m to 2.20m without having to use tools  Adjustable: 4 different heights, tool free Our baskets are approved for private use (family, friends). They are not designed for the intensive use associated with public and club courts.",190116,"Break down and store the product in its bag after use 
In the event of strong winds (over 30km/h), store the hoop. Foldable and compact, easily stored.   Suitable for kids and adults playing basketball outdoors. Compact and lightweight, it can be taken anywhere and set up in under 60 seconds.  None Do not hang from the hoop.Balls K500 S4 or Wizzy S5 are perfect This basketball basket is exclusive to Decathlon. Quick to set up. Lightweight and compact, it transports easily in its bag. Perfect for taking on holiday or to the park. Freestanding hoop transports and sets up anywhere!","If you're looking for a portable basketball hoop, this one is for you!"
225,X8216722,X8293393,https://contents.mediadecathlon.com/p2006446/sq/2006446.jpg?f=400x400,https://contents.mediadecathlon.com/p2233804/sq/2233804.jpg?f=400x400,Gold Standard 100% Whey proteins are absorbed by the body to help recovery and promote muscle growth.,This product is good math if you are looking for a product which resist better.,8216722,OPTIMUM WGS CHOCOLAT 908G,NUTRITION AND C,39,8293393,OPTIMUM WGS VANILLE 908G,NUTRITION AND C,39,X8216722,X8216722,"5.5 g of BCAAs and only 0.7 g of sugar per serving Store in a cool, dry place. Close tightly after use. Restrictions: kidney or liver disease, pregnancy, kids under 14. Gold Standard 100% Whey proteins are absorbed by the body to help recovery and promote muscle growth. muscle definition and maintenance  Products are tested at every stage of their development by our technical partners and consumers so that we can meet their needs as much as possible. ",X8293393," MAINTAINING and DEFINING YOUR MUSCLES. Store in a cool, dry place. 100% Whey dietary supplement.  Develop and/or maintain your muscle mass  This 100% Whey protein supplement should be taken after exercise or your workout  to help muscle recovery and allow you to train harder and more often. Your muscles need protein to rebuild. ","Product 2 is a dietary supplement that helps in maintaining and defining your muscles, while Product 1 contains 5.5 g of BCAAs and only 0.7 g of sugar per serving."
226,145208,182455,https://contents.mediadecathlon.com/p1666192/sq/1666192.jpg?f=400x400,https://contents.mediadecathlon.com/p1341696/sq/1341696.jpg?f=400x400,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace.  
It's equipped with a chain guard and mudguards to protect from rubbing and dirt",This product is good math if you are looking for a product which resist better.,8371301,"14"""" BIKE ROBOT 500",KID CYCLING AND,140,8402832,14'' BIKE MONSTERS 500,KID CYCLING AND,140,145208,145208,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace.  
It's equipped with a chain guard and mudguards to protect from rubbing and dirt Wear a cycling helmet while riding. 1, 2, 3, pedal! We've designed this 14"" bike for children aged 3 to 4.5 years, measuring from 90 to 105 cm, learning to pedal and cycle like the big kids. Easy to mount.  Double guard and mudguard.    ",182455,"With a low step through, this bike with stabilisers makes it easy for your child to learn at their own pace. 
It's equipped with a chain guard and mudguards to protect from rubbing and dirt Wear a cycling helmet.
Maximum user weight: 30kg 1, 2, 3, pedal! We've designed this 14"" bike to help children aged 3 to 5, from 90cm to 105cm tall, learn to pedal and cycle like the big kids. Easy to mount. Double guard and mudguard.    ",Looking for a bike with a higher maximum user weight? This bike is for you!
227,330475,324964,https://contents.mediadecathlon.com/p2572891/sq/2572891.jpg?f=400x400,https://contents.mediadecathlon.com/p2725337/sq/2725337.jpg?f=400x400,"Vary your exercises and muscle groups with 6 possible inclines, an ab position, and the Freeletics app. Your weights bench comes already assembled!",This product is good math if you are looking for a product which resist better.,8616804,BENCH 500 FOLD .,BODYBUILDING EQ,100,8584544,ADJUSTABLE TS 100 .,BODYBUILDING EQ,70,330475,330475,"An assembly-free folding bench. Unfold it and go! No space? No problem! This weights bench easily hides away under a bed or in a closet thanks to its compact size and collapsible legs. Max weight 220kg (user weight + weight)  Do not store in a damp place or outdoors.  EN 20957-1 and EN 20957-4 (special use) standards.  Vary your exercises and muscle groups with 6 possible inclines, an ab position, and the Freeletics app. Your weights bench comes already assembled!",324964,"These mobile parallel bars are compact and easy to store thanks to their folding legs. Train all of your muscles using your bodyweight, either statically or dynamically. Store indoors in a dry place. 3 adjustable heights and fold-down feet Max. user weight: 130 kg. For home use only Personalise your exercises, vary your workouts and push your limits with these dips bars that adjust to three heights (79 cm, 86 cm and 93 cm). These dip bars have been tested by our DOMYOS CLUB certified coaches ","For a more versatile workout, these mobile parallel bars are the perfect choice!"
228,337989,324964,https://contents.mediadecathlon.com/p2252851/sq/2252851.jpg?f=400x400,https://contents.mediadecathlon.com/p2725337/sq/2725337.jpg?f=400x400,"Make your bodyweight exercises more complex by using a weighted vest, which enables you to add weight gradually (6 kg to 10 kg). Its adjustable straps adapt perfectly to your body shape.",This product is good math if you are looking for a product which resist better.,8734579,ADJUSTABLE WEIGHTED VEST 6-10KG,BODYBUILDING EQ,50,8584544,ADJUSTABLE TS 100 .,BODYBUILDING EQ,70,337989,337989,"Make your bodyweight exercises more complex by using a weighted vest, which enables you to add weight gradually (6 kg to 10 kg). Its adjustable straps adapt perfectly to your body shape.  store in a dry place. Not suitable for professional use A vest that adapts to your body shape. Approved in use in the field by strength and cross training enthusiasts. 
The weighted vest stood up to the ""MURPH"", the iconic cross training WOD. 
Recommended by our ambassadors. The must-have for cross training! Weight is evenly distributed and adjustable straps help keep the vest in place.",324964,"These mobile parallel bars are compact and easy to store thanks to their folding legs. Train all of your muscles using your bodyweight, either statically or dynamically. Store indoors in a dry place. 3 adjustable heights and fold-down feet Max. user weight: 130 kg. For home use only Personalise your exercises, vary your workouts and push your limits with these dips bars that adjust to three heights (79 cm, 86 cm and 93 cm). These dip bars have been tested by our DOMYOS CLUB certified coaches ","If you want to train all of your muscles using your bodyweight, either statically or dynamically, you should consider buying the mobile parallel bars."
229,313089,334665,https://contents.mediadecathlon.com/p2583103/sq/2583103.jpg?f=400x400,https://contents.mediadecathlon.com/p1976155/sq/1976155.jpg?f=400x400,"Our motivation?We want to provide you with a product in which you can shower & change comfortably wherever you want.Extremely compact when packed away,it mounts instantly thanks to 2Seconds technology",This product is good math if you are looking for a product which resist better.,8576260,SECONDS CAMPING SHOWER CABIN BLUE,CAMPING HIKING,60,8650729,PRESSURE SOLAR SHOWER 10L,CAMPING HIKING,60,313089,313089,"We recommend you choose a clean, dry area. It’s best to wash and dry your shower cubicle before storing it away. None Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. 
This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing quality products for your camping trips, and providing you with all our expertise. To fulfil your needs, the Quechua products are tested in the countryside under the conditions that you will come across when camping. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Our motivation?We want to provide you with a product in which you can shower & change comfortably wherever you want.Extremely compact when packed away,it mounts instantly thanks to 2Seconds technology Warning! This shower cubicle is not waterproof. Our camping designers have created this 2Seconds shower cubicle to shelter you from indiscreet looks and the wind so you can have a shower/change while camping Mounts instantly | Compact",334665,"Based on user feedback we have improved this solar shower. We have revised the shape of the pump handle, added 2 more litres, a window to see the water level and a soft hose with connector for the shower. The latter is attached to the base of the shower to prevent water waste. The new feet prevent damage to the bottom of the shower. Finally, the carrying strap lets you carry the shower over your shoulder or by hand. Pressurised water like a real shower! Our motivation? We want to provide you with a solar shower solution that you do not have to hang up! The water will be pressurised even if your shower is on the ground thanks to the pumping system! Our Quechua global design centre is based in Passy, at the foot of Mont-Blanc in Haute Savoie. 
This location makes it a real meeting place for our teams (designers, product managers, engineers, etc) and outdoor sports enthusiasts. 
A great asset for designing high-quality products for camping trips and giving you access to all our expertise. Caution: Do not drink the water stored in the shower. Our camping designers have created this 10 litre pressure-balanced solar shower so you can have a comfortable shower outside and wash your belongings. We recommend you choose a clean, dry area. It is best to wash and dry your shower before storing it away.",Our solar shower offers a pressurized water system for a more comfortable shower experience.
230,X8397254,326974,https://contents.mediadecathlon.com/p1753372/sq/1753372.jpg?f=400x400,https://contents.mediadecathlon.com/p1909448/sq/1909448.jpg?f=400x400,"This ball has a reinforced core and high-quality felt for good durability. It offers a regular, uniform bounce. That means you can get control without sacrificing any speed",This product is good math if you are looking for a product which resist better.,8397254,HEAD PADEL BALL PRO,PADEL BEACH TEN,6,967951,OVERGRIP PADEL COMFORT X3 ORANGE,PADEL BEACH TEN,5,X8397254,X8397254,"padel players looking for a pressurised ball that's very comfortable to play with in training and matches. All types of padel players.   Good quality, fast bounce. This ball has a reinforced core and high-quality felt for good durability. It offers a regular, uniform bounce. That means you can get control without sacrificing any speed  ",326974,"This easy-to-apply overgrip will provide comfort and grip.   Designed for padel players of all levels seeking a comfortable, tacky overgrip.  Our research centre is based in Spain and is specialised in design and engineering. Its role is to identify users' needs and feed them back to our design centre in France. 
The prototypes are tested on padel courts by users who represent that particular need. Their durability is then tested in the lab at our design centre. 
These tests mean that we can thoroughly check the quality of our products.
 Comfortable and tacky!","If you are looking for a overgrip, this product could be for you."
231,X8240375,X8673020,https://contents.mediadecathlon.com/p2065903/sq/2065903.jpg?f=400x400,https://contents.mediadecathlon.com/p2066000/sq/2066000.jpg?f=400x400,"The 9Forty baseball cap is a perfect fit with a curved visor, thin, dynamic cut and a tab and buckle fastening at the back.",This product is good math if you are looking for a product which resist better.,8240375,CAP MLB NYY BLACK WHITE,BASKETBALL / NE,26,8673020,CAP MLB NYY DARK RED WHITE,BASKETBALL / NE,26,X8240375,X8240375," The 9Forty baseball cap is a perfect fit with a curved visor, thin, dynamic cut and a tab and buckle fastening at the back. New Era designed this cap for all fans of the New York Yankees.
The rear tab ensures a perfect fit! wearing to play Baseball or for supporting your team.   Easy to wear! ",X8673020," Show your team spirit and support the Yankees with this cap in the team's official colours. This is a must-have model for supporting your team during the MLB season.    New Era designed this cap for all fans of the New York Yankees.
The rear tab ensures a perfect fit! New Era is the official supplier to the professional baseball league (MLB) in the United States. ",This cap is the official cap of the MLB and is designed by New Era.
232,145222,168912,https://contents.mediadecathlon.com/p2573130/sq/2573130.jpg?f=400x400,https://contents.mediadecathlon.com/p2573033/sq/2573033.jpg?f=400x400,"A 16"" bike equipped with a mudguard, stand, lugged tyres, a bell, and lights. The brakes are suited to children's hands and the full chain guard ensures a safe ride.",This product is good math if you are looking for a product which resist better.,8379367,"16"""" BIKE 500 ROBOT",KID CYCLING AND,160,8487244,"16"""" BIKES 900 CITY",KID CYCLING AND,210,145222,145222," A 16"" bike equipped with a mudguard, stand, lugged tyres, a bell, and lights. The brakes are suited to children's hands and the full chain guard ensures a safe ride. A fantastic bike with a robot design! Ready to go cycling? We've designed this 16"" bike so children aged 4 to 6 years, measuring from 105 to 120cm, can learn to cycle like the big kids.  Wear a cycling helmet.  ",168912,"We recommend wearing a helmet.Maximum user weight:30kg Light: only 7.3 kg fully equipped!  With its aluminium parts, this bike weighs just 7.3 kg when fully equipped! The chainguard, stand and mudguard make this bike reassuring and versatile. Available in 2 colours. Want a light bike that's easy to handle? Our 16"" 900 bike is great for kids (105 to 120 cm tall) on all of their most intense adventures!  None ","For a lighter bike, choose the 16"" 900 bike."
233,345880,345776,https://contents.mediadecathlon.com/p2406289/sq/2406289.jpg?f=400x400,https://contents.mediadecathlon.com/p2406240/sq/2406240.jpg?f=400x400,Allows you to support your wrist effectively during training sessions or matches without straining your wrist. Play on any terrain without worrying about your wrist.,This product is good math if you are looking for a product which resist better.,8796402,WRIST R500,NUTRITION AND C,10,8796759,THUMB R900,NUTRITION AND C,15,345880,345880," Allows you to support your wrist effectively during training sessions or matches without straining your wrist. Play on any terrain without worrying about your wrist. Medical device.See instructions. Contains latex. This wrist support was designed for getting back into sport after a light wrist sprain or tendinitis. Storage in a clean and dry place away from light.
Put the adhesive parts on the elastic band to protect the knit from premature wear. This product has undergone laboratory tests (washing, colour fastness, wear) to ensure that it meets our quality requirements. Elastic support strap.",345776,"Storage in a clean and dry place away from light.
Put the adhesive parts on the elastic band to protect the knit from premature wear.  Rigid shaped insert The thumb support was designed for getting back into sport after spraining your thumb or suffering osteoarthritis. Rigid morphological reinforcement This product has undergone laboratory tests (washing, colour fastness, wear) to ensure that it meets our quality requirements. This thumb support holds your thumb tightly during training sessions and matches without getting in the way. Play on any surface without worrying about your painful thumb. This product is a medical device. See instructions. ","If you are looking for a wrist support, this product is a good choice. If you are looking for a thumb support, this other product is a good choice."
234,327588,336419,https://contents.mediadecathlon.com/p2068956/sq/2068956.jpg?f=400x400,https://contents.mediadecathlon.com/p2300310/sq/2300310.jpg?f=400x400,"The quality of a homemade gainer, ready to use and properly dosed, choosing a healthy source of carbohydrates that will be used for muscle building and not for fat storage!",This product is good math if you are looking for a product which resist better.,8601322,MUSCLE GAINER 1.5KG CHOCOLAT,NUTRITION AND C,30,8667989,WHEY ISOLATE STRAWBERRY 900G,NUTRITION AND C,35,327588,327588,"Store in a cool, dry place.
Close tightly after opening. This product has been tested and approved by a panel of sports users via our Decathlon co-creation platform.This MUSCLE GAINER received an overall rating of 4.2/5 with our test customers.
92% of testers found the chocolate flavour met their expectations, 98% found the recipe/nutritional values effective, and 86% considered the product composition natural.
Our sports customers are the ones who gave the green light for the launch of this new GAINER.  A high calorie (389 kcal/shake) and complete snack, easy to use and transport to help you reach your weight/mass gain goals. kidney failure, liver failure, pregnant women, and under 14s A gainer without additives or sweeteners. The quality of a homemade gainer, ready to use and properly dosed, choosing a healthy source of carbohydrates that will be used for muscle building and not for fat storage!",336419," The high protein content provides 23 g of protein per shake. Ideal for weight trainers who want to increase or maintain muscle mass. Kidney or liver disease, pregnancy, and children under age 14 Store in a cool, dry place.
Close tightly after use. This product was tested and verified by a panel of sports users via our Co-Creation Decathlon platform. This Strawberry Whey Protein Isolate received an overall score of 4.42/5 from our product testers
100% of testers recommended this product
100% of testers would buy this product
100% gave it a 4 or 5/5

The testers that approved the launch of this new Whey Protein Isolate were our sports customers 23 g of protein and 5.6 g of BCAA per 30 g serving. WHEY PROTEIN ISOLATE was developed by our passionate weight training team to help you reach your goals.","If you are looking for a high protein content, Whey Protein Isolate is the right choice for you."
